"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"kobieta","podstawowe i niższe","45-59 lat","Śląskie","TYSKI",6.91252,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Świętokrzyskie","KIELECKI",5.43947131384,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",5.28747362864,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",4.38104400256,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","EŁCKI",3.168158,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",5.38771839472,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","TYSKI",1.041809,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","KALISKI",8.56998071518,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","KONIŃSKI",11.0894238754,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","LESZCZYŃSKI",7.976124,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","POZNAŃSKI",5.1857975527,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Wielkopolskie","PILSKI",0.980216,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",9.1921422405,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","STARGARDZKI",6.52573008034,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","SZCZECIŃSKI",0.504942,"2015"
"kobieta","podstawowe i niższe","45-59 lat","Zachodniopomorskie","M.SZCZECIN",1.711111,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","JELENIOGÓRSKI",6.2892360831,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",2.56166071024,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","WROCŁAWSKI",0.3030445812,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","WAŁBRZYSKI",1.6311821089,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Dolnośląskie","M.WROCŁAW",1.0044621273,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",5.56434130872,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",1.2160148925,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",6.62196470624,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","BIALSKI",3.87208491438,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","PUŁAWSKI",2.445419,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","LUBELSKI",2.077279,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.6695046332,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubuskie","GORZOWSKI",1.19364576048,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Lubuskie","ZIELONOGÓRSKI",4.79331668064,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","ŁÓDZKI",3.075337,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","PIOTRKOWSKI",4.46555615168,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","SIERADZKI",2.1808032529,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","SKIERNIEWICKI",1.2138514504,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Łódzkie","M. ŁÓDŹ",3.4163147019,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","KRAKOWSKI",6.79916,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","NOWOSĄDECKI",3.97847085464,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","TARNOWSKI",1.77862521808,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Małopolskie","M. KRAKÓW",3.81468244764,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",3.07565863414,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2.737155,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",5.04651842352,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","RADOMSKI",7.9918109216,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","M.WARSZAWA",1.835357,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Mazowieckie","WARSZAWSKI WSCHODNI",4.0873044216,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Opolskie","NYSKI",2.25307914932,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Opolskie","OPOLSKI",1.60521,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","KROŚNIEŃSKI",4.40067722704,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","PRZEMYSKI",0.75079506616,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","RZESZOWSKI",0.669314,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podkarpackie","TARNOBRZESKI",3.91437279392,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","BIAŁOSTOCKI",3.5484160056,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","ŁOMŻYŃSKI",0,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Podlaskie","SUWALSKI",2.15270400504,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","GDAŃSKI",2.723954,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","SŁUPSKI",4.7183091619,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","STAROGARDZKI",4.40013972688,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Pomorskie","TRÓJMIEJSKI",0.6966084876,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","BIELSKI",7.6656093388,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","BYTOMSKI",0.238849,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","CZĘSTOCHOWSKI",3.482723642,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","GLIWICKI",4.01980204744,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","KATOWICKI",0.802686,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","RYBNICKI",1.333489,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","SOSNOWIECKI",0.9383275794,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Śląskie","TYSKI",2.523624,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Świętokrzyskie","KIELECKI",1.7579267189,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",5.40808773552,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Warmińsko-Mazurskie","ELBLĄSKI",2.01458433832,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Warmińsko-Mazurskie","EŁCKI",1.57889771376,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",7.2369709077,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","KALISKI",4.060031,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","KONIŃSKI",9.811233,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","LESZCZYŃSKI",6.861203,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","POZNAŃSKI",5.50026468362,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","PILSKI",0.727726,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Wielkopolskie","M. POZNAŃ",1.97,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","KOSZALIŃSKI",7.66469313212,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","STARGARDZKI",3.1925832612,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","SZCZECIŃSKI",1.5593334263,"2015"
"kobieta","podstawowe i niższe","60-64 lata","Zachodniopomorskie","M.SZCZECIN",1.07865191528,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","JELENIOGÓRSKI",13.10244164198,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",14.16373462246,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","WROCŁAWSKI",12.33189539792,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","WAŁBRZYSKI",17.43294558414,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie","M.WROCŁAW",8.19088223154,"2015"
"kobieta","podstawowe i niższe","65+ lat","Dolnośląskie",NA,0.59223,"2015"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",12.9226677418,"2015"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",18.31660648142,"2015"
"kobieta","podstawowe i niższe","65+ lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",27.45033480064,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","BIALSKI",9.02522056544,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","PUŁAWSKI",26.98770236064,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","LUBELSKI",10.58423587944,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",39.7991200224,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubuskie","GORZOWSKI",5.08505502482,"2015"
"kobieta","podstawowe i niższe","65+ lat","Lubuskie","ZIELONOGÓRSKI",16.9600103918,"2015"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","ŁÓDZKI",8.09671252704,"2015"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","PIOTRKOWSKI",21.4144067192,"2015"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","SIERADZKI",22.79957844608,"2015"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","SKIERNIEWICKI",18.25887253154,"2015"
"kobieta","podstawowe i niższe","65+ lat","Łódzkie","M. ŁÓDŹ",24.42583102224,"2015"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","KRAKOWSKI",20.09523961256,"2015"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","NOWOSĄDECKI",30.20686393598,"2015"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","OŚWIĘCIMSKI",15.53742653516,"2015"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","TARNOWSKI",24.13157588232,"2015"
"kobieta","podstawowe i niższe","65+ lat","Małopolskie","M. KRAKÓW",7.79617134106,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",24.7304053352,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","WARSZAWSKI   ZACHODNI",15.95711525776,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",50.00783719736,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","RADOMSKI",35.4941212612,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","M.WARSZAWA",7.3212650662,"2015"
"kobieta","podstawowe i niższe","65+ lat","Mazowieckie","WARSZAWSKI WSCHODNI",22.79959858404,"2015"
"kobieta","podstawowe i niższe","65+ lat","Opolskie","NYSKI",19.00807425822,"2015"
"kobieta","podstawowe i niższe","65+ lat","Opolskie","OPOLSKI",33.63460595916,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","KROŚNIEŃSKI",23.77373794504,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","PRZEMYSKI",12.81378658894,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","RZESZOWSKI",16.38003601522,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podkarpackie","TARNOBRZESKI",16.48994779168,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","BIAŁOSTOCKI",16.34415990632,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","ŁOMŻYŃSKI",14.93478449664,"2015"
"kobieta","podstawowe i niższe","65+ lat","Podlaskie","SUWALSKI",14.81408958976,"2015"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","GDAŃSKI",13.34251926084,"2015"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","SŁUPSKI",14.12539092498,"2015"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","STAROGARDZKI",12.21822570716,"2015"
"kobieta","podstawowe i niższe","65+ lat","Pomorskie","TRÓJMIEJSKI",5.4607603952,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","PRZEMYSKI",0.75915,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","BIELSKI",23.33022319712,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","BYTOMSKI",4.89292412714,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","CZĘSTOCHOWSKI",10.81469673472,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","GLIWICKI",12.0100347134,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","KATOWICKI",14.80329619972,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","RYBNICKI",11.28194057134,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","SOSNOWIECKI",18.74939384248,"2015"
"kobieta","podstawowe i niższe","65+ lat","Śląskie","TYSKI",2.98242249712,"2015"
"kobieta","podstawowe i niższe","65+ lat","Świętokrzyskie","KIELECKI",25.88777590676,"2015"
"kobieta","podstawowe i niższe","65+ lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",16.71791824936,"2015"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","ELBLĄSKI",21.99923618728,"2015"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","EŁCKI",5.61557921768,"2015"
"kobieta","podstawowe i niższe","65+ lat","Warmińsko-Mazurskie","OLSZTYŃSKI",18.9658422205,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","KALISKI",24.49248094688,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","KONIŃSKI",34.09173738882,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","LESZCZYŃSKI",23.8969757508,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","POZNAŃSKI",12.8678270353,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","PILSKI",12.69477482784,"2015"
"kobieta","podstawowe i niższe","65+ lat","Wielkopolskie","M. POZNAŃ",5.0928999841,"2015"
"kobieta","podstawowe i niższe","65+ lat","Zachodniopomorskie","KOSZALIŃSKI",17.9612800181,"2015"
"kobieta","podstawowe i niższe","65+ lat","Zachodniopomorskie","STARGARDZKI",11.2037552228,"2015"
"kobieta","podstawowe i niższe","65+ lat","Zachodniopomorskie","SZCZECIŃSKI",4.02546209494,"2015"
"kobieta","podstawowe i niższe","65+ lat","Zachodniopomorskie","M.SZCZECIN",8.88382672696,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","JELENIOGÓRSKI",6.61167186528,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.3439359214,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","WROCŁAWSKI",4.761229,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","WAŁBRZYSKI",0.739612,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","M.WROCŁAW",5.3306277796,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",10.223255,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",1.720399,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",6.795938,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","BIALSKI",2.5935655922,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","PUŁAWSKI",1.404368,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","LUBELSKI",0,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2.028133,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubuskie","GORZOWSKI",1.603105,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubuskie","ZIELONOGÓRSKI",3.025615942,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","ŁÓDZKI",2.4229028765,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","PIOTRKOWSKI",2.976216,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","SIERADZKI",5.770538,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","SKIERNIEWICKI",3.256096,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","M. ŁÓDŹ",4.89712793832,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","KRAKOWSKI",1.816615,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","NOWOSĄDECKI",9.85439064032,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","OŚWIĘCIMSKI",0.3034538208,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","TARNOWSKI",11.66645384916,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",2.810006,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2.96040311086,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",9.79376072272,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","RADOMSKI",2.528295,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",3.2616938152,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Opolskie","NYSKI",5.215289,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Opolskie","OPOLSKI",0.841751,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","KROŚNIEŃSKI",4.38865463872,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","PRZEMYSKI",1.77013659632,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","RZESZOWSKI",1.403049,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","TARNOBRZESKI",4.18838190296,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie","BIAŁOSTOCKI",1.832951,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie","ŁOMŻYŃSKI",3.45682092026,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","GDAŃSKI",0.866191,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","SŁUPSKI",5.624346,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","STAROGARDZKI",23.79973158242,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","TRÓJMIEJSKI",3.318434,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","BIELSKI",2.14606385456,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","BYTOMSKI",1.1129605012,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","CZĘSTOCHOWSKI",6.224203,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","GLIWICKI",2.500089,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","KATOWICKI",3.879047,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","RYBNICKI",2.604077,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","SOSNOWIECKI",3.551756,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","TYSKI",0,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Świętokrzyskie","KIELECKI",6.37566930066,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",2.287227,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","ELBLĄSKI",12.19106171094,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","EŁCKI",1.711027,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",7.3480251615,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","KALISKI",9.9818678398,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","KONIŃSKI",7.2407361991,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","LESZCZYŃSKI",7.218767,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","POZNAŃSKI",3.068218,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","M. POZNAŃ",1,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",3.081368,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","STARGARDZKI",1.3781914176,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","SZCZECIŃSKI",2.395395,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","JELENIOGÓRSKI",11.9352984414,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",5.235211,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","WROCŁAWSKI",2.0290607404,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","WAŁBRZYSKI",8.4344401774,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","M.WROCŁAW",2.470113,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",12.8523790564,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",4.330487,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",11.4887026867,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","BIALSKI",2.6867569118,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","PUŁAWSKI",15.17633305048,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","LUBELSKI",4.4961923132,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10.37917545144,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubuskie","GORZOWSKI",6.0277966989,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubuskie","ZIELONOGÓRSKI",9.91514274134,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","ŁÓDZKI",6.2186292289,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","PIOTRKOWSKI",4.1226727693,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","SIERADZKI",5.81825821728,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","SKIERNIEWICKI",9.19486651266,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","M. ŁÓDŹ",3.894127,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","KRAKOWSKI",13.39829667514,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","NOWOSĄDECKI",12.40814965868,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","OŚWIĘCIMSKI",1.839879,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","TARNOWSKI",10.22563471322,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","M. KRAKÓW",3.819655,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",12.03301501122,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",4.49870346952,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",12.50578315666,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","RADOMSKI",6.22810726664,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","M.WARSZAWA",1.134426,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",6.05535979372,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Opolskie","NYSKI",6.4033096082,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Opolskie","OPOLSKI",8.345537522,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","KROŚNIEŃSKI",4.4536926024,"2015"
