"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","PRZEMYSKI",2.43579345126,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","RZESZOWSKI",8.77138401336,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","TARNOBRZESKI",6.58702897992,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","BIAŁOSTOCKI",4.523684,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","ŁOMŻYŃSKI",9.50217962224,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","SUWALSKI",3.144706,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","GDAŃSKI",13.96201271524,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","SŁUPSKI",7.997986392,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","STAROGARDZKI",5.122244,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","TRÓJMIEJSKI",8.0433014769,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","PRZEMYSKI",2.007181,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","BIELSKI",8.20161475864,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","BYTOMSKI",1.770354,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","CZĘSTOCHOWSKI",4.219785,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","GLIWICKI",3.678855,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","KATOWICKI",9.43400564686,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","RYBNICKI",8.19540375384,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","SOSNOWIECKI",3.390893,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","TYSKI",2.0281791109,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Świętokrzyskie","KIELECKI",5.57644706316,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",7.29944156896,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","ELBLĄSKI",7.9487969085,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","EŁCKI",1.58232,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",7.49107327876,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","KALISKI",16.476558383,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","KONIŃSKI",6.803873,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","LESZCZYŃSKI",20.0055626129,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","POZNAŃSKI",3.356625,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","PILSKI",1.184649,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",12.00915243984,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","STARGARDZKI",3.3049219013,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","SZCZECIŃSKI",7.834275,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","M.SZCZECIN",0,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","JELENIOGÓRSKI",20.36389837234,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",14.80584452178,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","WROCŁAWSKI",16.28904683848,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","WAŁBRZYSKI",11.48367322556,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","M.WROCŁAW",9.17567422462,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",12.82297554046,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",14.95235440248,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",21.18640065692,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","BIALSKI",5.00385113296,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","PUŁAWSKI",15.1954242492,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","LUBELSKI",5.88845285052,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",22.4377599989,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubuskie","GORZOWSKI",10.40113033794,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubuskie","ZIELONOGÓRSKI",15.00055784624,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","ŁÓDZKI",11.936766178,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","PIOTRKOWSKI",12.6646210057,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","SIERADZKI",8.8879346754,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","SKIERNIEWICKI",10.14482222966,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","M. ŁÓDŹ",14.35327057446,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","KRAKOWSKI",14.55763528208,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","NOWOSĄDECKI",15.3709184931,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","OŚWIĘCIMSKI",16.97095185632,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","TARNOWSKI",24.89752485418,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","M. KRAKÓW",6.47318627232,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",21.54309622474,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",8.36083899832,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",32.8538396656,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","RADOMSKI",33.63637594422,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","M.WARSZAWA",9.5805964025,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",10.12508394768,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Opolskie","NYSKI",16.73703403176,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Opolskie","OPOLSKI",16.74670144248,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","KROŚNIEŃSKI",16.67074028402,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","PRZEMYSKI",10.85339771552,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","RZESZOWSKI",9.84038987432,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","TARNOBRZESKI",7.74544025276,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie","BIAŁOSTOCKI",10.42735699942,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie","ŁOMŻYŃSKI",13.18030995384,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie","SUWALSKI",1.91984796968,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","GDAŃSKI",9.02514064036,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","SŁUPSKI",13.1726626617,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","STAROGARDZKI",15.4098175437,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","TRÓJMIEJSKI",10.1313176298,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","PRZEMYSKI",0.574542,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","BIELSKI",17.54600975288,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","BYTOMSKI",7.66522424248,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","CZĘSTOCHOWSKI",10.66123128372,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","GLIWICKI",6.435215746,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","KATOWICKI",25.67011472764,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","RYBNICKI",19.0749957791,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","SOSNOWIECKI",14.45084211932,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","TYSKI",9.71743030926,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Świętokrzyskie","KIELECKI",13.4026170738,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",9.77300959852,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",15.0782472122,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Warmińsko-Mazurskie","EŁCKI",3.0400031311,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",13.93283797656,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","KALISKI",19.88227756312,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","KONIŃSKI",18.75645546776,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","LESZCZYŃSKI",18.62587344122,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","POZNAŃSKI",17.18052513146,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","PILSKI",2.3798750661,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","M. POZNAŃ",8.77037789216,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",16.13074655122,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Zachodniopomorskie","STARGARDZKI",8.07975828422,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Zachodniopomorskie","SZCZECIŃSKI",3.10662190792,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat","Zachodniopomorskie","M.SZCZECIN",2.4511403702,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","45-59 lat",NA,NA,0,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie","JELENIOGÓRSKI",3.2950631745,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.16533104976,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie","WROCŁAWSKI",2.67629416346,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie","WAŁBRZYSKI",1.78786125312,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie","M.WROCŁAW",0.760971693,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Dolnośląskie",NA,0.161872,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",2.6056228005,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",4.9200067592,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",7.9954134033,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubelskie","BIALSKI",1.76099055624,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubelskie","PUŁAWSKI",4.28663345722,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubelskie","LUBELSKI",3.82381659172,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",6.86737320824,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubuskie","GORZOWSKI",1.24625377216,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Lubuskie","ZIELONOGÓRSKI",4.9351858341,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Łódzkie","ŁÓDZKI",1.1884992469,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Łódzkie","PIOTRKOWSKI",4.2584926976,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Łódzkie","SIERADZKI",5.1960991512,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Łódzkie","SKIERNIEWICKI",0.7400558001,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Łódzkie","M. ŁÓDŹ",9.2087712624,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Małopolskie","KRAKOWSKI",8.70152721768,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Małopolskie","NOWOSĄDECKI",8.11954959848,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Małopolskie","OŚWIĘCIMSKI",9.00510310278,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Małopolskie","TARNOWSKI",7.97475122424,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Małopolskie","M. KRAKÓW",0.449116,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",5.95088394544,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.8279993704,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",4.32481348848,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","RADOMSKI",5.45851668352,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","M.WARSZAWA",2.81858406552,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Mazowieckie","WARSZAWSKI WSCHODNI",3.51453343944,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Opolskie","NYSKI",1.215666,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Opolskie","OPOLSKI",5.70763624116,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podkarpackie","KROŚNIEŃSKI",10.63437250834,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podkarpackie","PRZEMYSKI",1.8340956944,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podkarpackie","RZESZOWSKI",1.55451098464,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podkarpackie","TARNOBRZESKI",5.08582655424,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podlaskie","BIAŁOSTOCKI",3.78546115274,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podlaskie","ŁOMŻYŃSKI",0.83990520072,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Podlaskie","SUWALSKI",0,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Pomorskie","GDAŃSKI",1.942269,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Pomorskie","SŁUPSKI",4.9642379779,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Pomorskie","STAROGARDZKI",5.64219,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Pomorskie","TRÓJMIEJSKI",2.7019796874,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","BIELSKI",8.29713309208,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","BYTOMSKI",0.25085430816,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","CZĘSTOCHOWSKI",1.5001098531,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","GLIWICKI",0.709178,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","KATOWICKI",7.3200286629,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","RYBNICKI",7.8227888434,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","SOSNOWIECKI",4.46159422994,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie","TYSKI",2.23446422936,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Śląskie",NA,4.09128201792,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Świętokrzyskie","KIELECKI",3.33935587938,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",3.71452502488,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Warmińsko-Mazurskie","ELBLĄSKI",5.3404784021,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Warmińsko-Mazurskie","EŁCKI",0.89250619528,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",3.92478842838,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","KALISKI",7.00630370826,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","KONIŃSKI",3.300265,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","LESZCZYŃSKI",4.6064507579,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","POZNAŃSKI",5.51559493304,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","PILSKI",4.6096992007,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Wielkopolskie","M. POZNAŃ",1.78673159,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Zachodniopomorskie","KOSZALIŃSKI",1.88456823,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Zachodniopomorskie","STARGARDZKI",3.64361375512,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","60-64 lata","Zachodniopomorskie","M.SZCZECIN",1.536742,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Dolnośląskie","JELENIOGÓRSKI",6.3279796906,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.59769649824,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Dolnośląskie","WROCŁAWSKI",5.33685723704,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Dolnośląskie","WAŁBRZYSKI",8.1038565211,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Dolnośląskie","M.WROCŁAW",4.86858011658,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",4.3954401948,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",5.50769054016,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",12.78810376368,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubelskie","BIALSKI",3.60449268824,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubelskie","PUŁAWSKI",1.56576089552,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubelskie","LUBELSKI",3.00216528558,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",11.28049208342,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubuskie","GORZOWSKI",1.1799742231,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Lubuskie","ZIELONOGÓRSKI",5.2249699014,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Łódzkie","ŁÓDZKI",5.23000222336,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Łódzkie","PIOTRKOWSKI",4.65635864346,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Łódzkie","SIERADZKI",4.432402,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Łódzkie","SKIERNIEWICKI",5.2367872832,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Łódzkie","M. ŁÓDŹ",4.13995660064,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Małopolskie","KRAKOWSKI",2.98784358824,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Małopolskie","NOWOSĄDECKI",8.0743642124,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Małopolskie","OŚWIĘCIMSKI",3.37152206456,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Małopolskie","TARNOWSKI",3.83921806128,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Małopolskie","M. KRAKÓW",3.5259469288,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",5.572781,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","WARSZAWSKI   ZACHODNI",5.22922802584,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",8.93082801074,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","RADOMSKI",6.71769318488,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","M.WARSZAWA",9.25529341952,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Mazowieckie","WARSZAWSKI WSCHODNI",4.62999816136,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Opolskie","NYSKI",9.3744442997,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Opolskie","OPOLSKI",1.8357065993,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podkarpackie","KROŚNIEŃSKI",4.75780493116,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podkarpackie","PRZEMYSKI",3.62083181152,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podkarpackie","RZESZOWSKI",6.897327777,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podkarpackie","TARNOBRZESKI",4.95873923152,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podlaskie","BIAŁOSTOCKI",6.87607174042,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podlaskie","ŁOMŻYŃSKI",3.66665994208,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Podlaskie","SUWALSKI",1.33737625218,"2015"
"kobieta","zasadnicze zawodowe/gimanzjum","65+ lat","Pomorskie","GDAŃSKI",2.002,"2015"
